Code,Food name in English,topsis_score,distance_to_ideal,distance_to_worst,rank
04_084,"Sicklepod, leaves, fresh, raw",0.10901173953648904,0.17968642252738756,0.021984497843561972,124.0
04_092,"Cassava, leaves, fresh, boiled* (as part of a recipe)",0.10823660445059624,0.17997450429773412,0.02184416778047356,125.0
01_064,"Pearl millet, combined varieties, whole grains (Burkina Faso), boiled* (without salt), drained",0.10822242912627553,0.1800838469277546,0.02185422912333554,126.0
01_074,"Wheat, whole grains, raw",0.10760095076622944,0.18034330724416117,0.021744881217051433,127.0
04_099,"Hibiscus cannabinus, leaves, fresh, boiled* (without salt), drained",0.10699854851422254,0.1802804928808145,0.021601029910512975,128.0
06_021,"Groundnut, F-mix variety, shelled, dried, raw (Ghana), n=1",0.10684327515582645,0.18129241827602993,0.021686984143696006,129.0
07_069,"Goat meat, lean, raw",0.10659097091916028,0.18095284886167307,0.021589148109010813,130.0
06_028,"Groundnut flour, partially defatted",0.1063803937342048,0.18604584229406743,0.02214771231190725,131.0
03_024,"Broad bean, dry, raw",0.1061831308906934,0.18189459227668467,0.021608606827113432,132.0
07_010,"Beef meat, lean, ca. 5% fat, boiled* (without salt), drained",0.10554177238962081,0.18498838553324584,0.02182774050033983,133.0
03_052,"Jack bean, whole, dry, raw",0.10522745533716593,0.18332865017378044,0.021559900852181003,134.0
04_008,"Cassava, leaves, fresh, raw",0.1038757043317385,0.18103474037779088,0.020984936192621605,135.0
07_095,"Camel meat, stewed* (as part of a recipe)",0.10279655289300563,0.18350461098490792,0.021024931981754813,136.0
04_039,"Jute mallow (bush-okra), leaves, fresh, boiled* (without salt), drained",0.10276934704281356,0.18130758399689847,0.020767081418651044,137.0
04_024,"Amaranth, leaves, fresh, boiled* (without salt), drained",0.10267215637209615,0.18136486164323204,0.02075174816792952,138.0
09_099,"Sea snail/whelk, steamed* (without salt)",0.10238846104268146,0.18273729837058122,0.020844418708114206,139.0
01_095,"Pearl millet, decorticated, raw",0.10234579040733519,0.18155475460460513,0.020699913913008766,140.0
01_063,"Pearl millet, flour (bran removed)",0.10215204533650234,0.18158972703784157,0.020660248689840698,141.0
03_054,"Pigeon pea, cream, dry, raw",0.10214732036081225,0.18276083268907867,0.020792419234748276,142.0
06_019,"Cola nut, dried, raw",0.10203402076620598,0.1817055448689726,0.020646826012623826,143.0
03_055,"Pigeon pea, brown, dry, raw",0.10199191601591653,0.18299884499518518,0.0207842258467792,144.0
08_006,"Egg, quail, raw",0.10189485509301371,0.18154777481150627,0.02059757068733124,145.0
09_056,"Sea snail/whelk, flesh, raw",0.10150245876052254,0.18230097508575108,0.020594377119962096,146.0
04_095,"Spider plant, leaves, fresh, boiled* (without salt), drained",0.101429645832685,0.18167515992118025,0.020507294773237695,147.0
03_065,"African locust bean, soaked, boiled in different water* (without salt), drained",0.10122363778535244,0.18192454620634224,0.020489039480387976,148.0
03_032,"Pigeon pea, dry, raw",0.10116800302541468,0.18327031695604054,0.020627983919893397,149.0
03_010,"African yam bean, dry, raw",0.10060180169066128,0.1842912640402405,0.020613820700495687,150.0
01_040,"Sorghum, whole grains, white, raw",0.10045716772900935,0.182044185509883,0.020329930517803282,151.0
04_117,"Hibiscus, leaves, fresh, boiled* (as part of a recipe)",0.10017365672664608,0.1819483122047602,0.020255494746340582,152.0
07_112,"Goat meat, moderately fat, ca. 10% fat, stewed* (as part of a recipe)",0.09996536922970416,0.18510249725723835,0.020559030565105697,153.0
07_094,"Camel meat, grilled* (without salt or fat)",0.09983632862624056,0.1843619016498649,0.020447409715151837,154.0
04_098,"Cowpea, leaves, fresh, boiled* (as part of a recipe)",0.0993583299021455,0.18210053918201227,0.020089238648528362,155.0
01_083,"Wheat flour, white, fortified with iron, zinc, folic acid and vitamins B1, B2, B3, B6, B12 (Benin)",0.09927014837587937,0.18473695954033828,0.02036000622274381,156.0
01_084,"Wheat flour, white, fortified with iron, zinc, folic acid and vitamin B12 (Burkina Faso, Togo)",0.09927014837587937,0.18473695954033828,0.02036000622274381,156.0
03_045,"Cowpea, dehulled, raw",0.09888343630993982,0.18481712096804775,0.02028078580133193,158.0
08_011,"Egg, quail, boiled* (without salt)",0.09853668906944037,0.18242201997967455,0.019940092563058374,159.0
01_082,"Wheat flour, wholemeal, unfortified",0.09753395239277282,0.18287227303614761,0.019763907594702666,160.0
03_053,"Pigeon pea, white, dry, raw",0.09743901024191473,0.1837648495149015,0.019838952998384896,161.0
06_033,"Bitter cola, seeds, dried, raw",0.09718719735910282,0.1829557182310066,0.019695061305821774,162.0
04_016,"Hibiscus, leaves, fresh, raw",0.09704373231530754,0.18273903515015094,0.019639575741736068,163.0
04_067,"Tomato, powder",0.09678795518712802,0.1830513288430269,0.019615730231624377,164.0
04_010,"Cowpea, leaves, fresh, raw",0.09664387660661523,0.18285980671724397,0.01956291670477235,165.0
06_031,"African breadfruit, seed without hull, dried",0.09620445870944463,0.18370320062815057,0.019554275466316044,166.0
07_085,"Beef meat, lean, ca. 5% fat, stewed* (as part of a recipe)",0.09460338449393108,0.18681211733809913,0.019519687021121956,167.0
03_063,"African locust bean, not soaked, boiled* (without salt), drained",0.09418148090221347,0.18369050985537558,0.019099018049546283,168.0
01_097,"Millet dough (tchobal/fura), from decorticated millet only, cooked",0.09339709941820049,0.18378521220266417,0.01893332320542092,169.0
01_153,"Millet dough (tô), from whole millet only, cooked",0.09323944030435248,0.18387123493887939,0.018906921844423386,170.0
01_101,"Oats, rolled, raw",0.09309585664602625,0.18422808342539698,0.01891144876823963,171.0
04_105,"Eggplant, leaves, fresh, boiled* (as part of a recipe)",0.09302056282199817,0.18376480452675606,0.018847070664732735,172.0
07_011,"Beef meat, lean, ca. 5% fat, grilled* (without salt or fat)",0.09294768159378317,0.18738560698833118,0.01920182262938563,173.0
04_130,"Wild spinach, leaves, fresh, boiled* (as part of a recipe)",0.09261449867068228,0.18387787818397427,0.01876794094647645,174.0
04_093,"Sicklepod, leaves, fresh, boiled* (without salt), drained",0.09248604255155024,0.18379572765963345,0.01873088490772615,175.0
06_027,"Groundnut flour, with fat",0.09165051553486095,0.18627365449046954,0.018794612378369546,176.0
03_066,"African locust bean, soaked, boiled in different water* (without salt), with cooking liquid",0.09149235606682926,0.1843271042672677,0.018562882953166392,177.0
07_047,"Goat meat, moderately fat, ca. 10% fat, boiled* (without salt), drained",0.09146761138818356,0.18692732570917034,0.018819137545468493,178.0
06_011,"Groundnut, rose, shelled, dried, raw (Benin)",0.0910632639451989,0.18580661766705178,0.018615329754214326,179.0
04_013,"Eggplant, leaves, fresh, raw",0.09069944344250562,0.18453997116147117,0.01840719502098222,180.0
12_005,"Coffee, instant, powder",0.09039433516690099,0.18506840423482487,0.018391634977642603,181.0
07_019,"Beef kidney, raw",0.09030376577850209,0.18476794102241145,0.018341552093752336,182.0
07_125,"Lamb/mutton meat, moderately fat, ca. 20% fat, stewed* (as part of a recipe)",0.09020415484879403,0.18668389795515342,0.01850927692038911,183.0
04_080,"Wild spinach, leaves, fresh, raw",0.08975000829584795,0.1846753734549841,0.018208861796958627,184.0
01_181,"Kiou gonré (Burkina Faso)*: steamed balls of fonio, cowpea leaves, groundnut flour and potash",0.08962460037529094,0.1831411776995295,0.018029875225480527,185.0
06_010,"Groundnut, shelled, dried, raw",0.08946636784195568,0.1863664653212541,0.018311823035376155,186.0
04_028,"Cassava, leaves, fresh, boiled* (without salt), drained",0.08917901212547805,0.18485646958971594,0.018099404342322226,187.0
07_048,"Goat meat, moderately fat, ca. 10% fat, grilled* (without salt or fat)",0.08891713218818866,0.1875125801107126,0.018300290195003923,188.0
01_124,"Fonio, black, whole grains, boiled* (as part of a recipe)",0.08842945399159982,0.18513167960364135,0.01795921710676569,189.0
01_049,"Fonio, black, whole grains, boiled* (without salt), drained",0.08837261268310284,0.18514446508719928,0.017947793507747827,190.0
04_133,"Green leafy vegetable, average, fresh, boiled* (as part of a recipe)",0.088297004566765,0.18499909419459284,0.017916871993148533,191.0
09_104,"Shrimp, palaemonid, flesh, boiled* (as part of a recipe)",0.08809431525598185,0.1869755000567537,0.018062699819409764,192.0
06_026,"Groundnut paste, from groundnuts only",0.08793700965649745,0.18717559498021327,0.018046628662167958,193.0
07_012,"Beef meat, moderately fat, ca. 20% fat, boiled* (without salt), drained",0.08793403676110612,0.19019197111263034,0.018336774371115003,194.0
07_049,"Lamb/mutton meat, moderately fat, ca. 20% fat, boiled* (without salt), drained",0.08779277493734043,0.18730275240684294,0.01802641761149045,195.0
01_100,"Maize porridge, fermented (ogi), from decorticated white maize only, cooked",0.08771602685398605,0.1853383250145741,0.017820264273621267,196.0
01_177,Boalboal (Burkina Faso)*: millet balls with fried fish and vegetables,0.08693829755814596,0.1848142703832316,0.01759731898578042,197.0
07_122,"Pork meat, moderately fat, ca. 20% fat, stewed* (as part of a recipe)",0.08689679540331678,0.1875825287091081,0.017851564353749037,198.0
07_061,"Rabbit meat, stewed* (as part of a recipe)",0.08689200968730024,0.18890899726467822,0.017976715344172247,199.0
07_057,"Pork meat, moderately fat, ca. 20% fat, boiled* (without salt), drained",0.08684238185445928,0.18761587624428566,0.017842494267148984,200.0
02_075,"Tiger nut, tuber, boiled* (as part of a recipe)",0.08645502172212582,0.18559041706063895,0.01756369299806433,201.0
01_139,"Sorghum, whole grains, red, boiled* (as part of a recipe)",0.0860791559715121,0.18575273860314992,0.017495430882039986,202.0
01_070,"Sorghum, whole grains, red, boiled* (without salt), drained",0.08607521364124558,0.18575857455288064,0.01749510378642472,203.0
06_023,"Groundnut, Chinese, shelled, dried, raw (Ghana), n=1",0.08588595643612311,0.18726070979596512,0.017594156086947692,204.0
04_131,"Green leafy vegetable, average, fresh, raw",0.08565100482300687,0.18579282006322062,0.017404012922040305,205.0
07_084,"Snail, cooked",0.08559777988810849,0.18808584126282324,0.017606836560955418,206.0
07_064,"Camel meat, raw",0.08521956555612065,0.18741621512520662,0.017459411930746085,207.0
07_062,"Rabbit meat, grilled* (without salt or fat)",0.08514478464189905,0.18975961192777954,0.017660763167860163,208.0
07_050,"Lamb/mutton meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)",0.08472530571679007,0.1881640461790617,0.01741800187091839,209.0
02_024,"Tiger nut, tuber, raw",0.08470141331933423,0.18612032455400285,0.017223510192829878,210.0
03_147,Haricot bambara (Burkina Faso)*: fried paste of cowpea and okra powder with egg and onion,0.08445430377759774,0.18454600387037123,0.01702340400497499,211.0
04_121,"Sweet potato, leaves, fresh, boiled* (as part of a recipe)",0.08442220998070622,0.18618785564254586,0.01716772776301312,212.0
07_124,"Rabbit meat, boiled* (without salt), drained",0.08429873581604427,0.1903317397446519,0.017521789773263075,213.0
04_056,"Hibiscus, leaves, fresh, boiled* (without salt), drained",0.08415670440561834,0.18623049321373913,0.017112692361338614,214.0
07_015,"Beef meat, fatty, ca. 30% fat, boiled* (without salt), drained",0.08411129223950815,0.1910808224956181,0.017548043518948394,215.0
04_087,"Baobab, leaves, fresh, boiled* (as part of a recipe)",0.08350439636428572,0.18633949918234874,0.016977896387411533,216.0
04_030,"Cowpea, leaves, fresh, boiled* (without salt), drained",0.08341148440321404,0.18640977040180334,0.016963681512366584,217.0
02_025,"Tiger nut, tuber, boiled* (without salt), drained",0.08340512351454486,0.186472694686166,0.016967995928609675,218.0
07_136,Fried mopane worms with vegetables (Burkina Faso)*,0.08329256243675519,0.18413930354334201,0.01673100250851437,219.0
09_103,"Shrimp, palaemonid, flesh, grilled* (without salt or fat)",0.08317823203081719,0.1886993167728206,0.017119658479917248,220.0
09_102,"Shrimp, palaemonid, flesh, steamed* (without salt)",0.08312230121087488,0.18896040761163507,0.017130773209084755,221.0
01_072,"Sorghum, flour, degermed",0.08292340047923555,0.18689373932730707,0.016899203841204583,222.0
02_021,"Cassava, sweet, tuber, white flesh, dried",0.08286485153555392,0.186631681047266,0.016862516465218733,223.0
09_012,"Anchovy, canned in oil, drained",0.08282954893279901,0.18372390789105722,0.016592083184843443,224.0
02_083,"Sweet potato, deep fried in unfortified vegetable oil*",0.08272189437789462,0.1858077419044399,0.016756497627281614,225.0
04_059,"Sweet potato, leaves, fresh, raw",0.08261239111045929,0.18671944036543509,0.016814418775578547,226.0
06_016,"Shea nut, kernel, dried, raw",0.0823646480323142,0.1871385494958362,0.01679708691415492,227.0
07_105,"Chicken, light meat without skin, stewed* (as part of a recipe)",0.08233530287401351,0.19178387951906117,0.01720735673499198,228.0
09_036,"Sardine, fillet, grilled* (without salt or fat)",0.08224170915686933,0.19030203889005523,0.01705325366222193,229.0
05_010,"Guava, fruit, raw",0.08210847916151964,0.1932073036717573,0.017283042175718532,230.0
04_001,"Baobab, leaves, fresh, raw",0.08206417118709075,0.18684134801831848,0.016703760641341308,231.0
07_083,"Snail, raw",0.08191158087808241,0.18704867599450292,0.01668842829595408,232.0
01_006,"Maize, yellow, whole kernel, dry, raw",0.08183139853272287,0.18711252579490573,0.016676326814398276,233.0
01_054,"Maize, yellow, meal, whole grains, unfortified",0.08183139853272287,0.18711252579490573,0.016676326814398276,233.0
07_118,"Guinea fowl meat, stewed* (as part of a recipe)",0.08183101797196705,0.19147907311404408,0.01706540710909415,235.0
07_134,"Beef meat, ground, ca. 10% fat, stewed* (as part of a recipe)",0.08157314735713685,0.19140958512688244,0.017000681380551032,236.0
07_059,"Pork meat, fatty, ca. 40% fat, boiled* (without salt), drained",0.08154047033866972,0.18835608135159831,0.01672217769924099,237.0
07_123,"Pork meat, fatty, ca. 40% fat, stewed* (as part of a recipe)",0.08147861505470944,0.1883274137360044,0.016705824273170154,238.0
07_024,"Beef meat, ground, ca. 10% fat, grilled* (without salt or fat)",0.08131432875712762,0.19169059775834854,0.0169668394464943,239.0
01_004,"Maize, white, whole kernel, dry, raw",0.08128537202452346,0.18737946239610995,0.016578825292231626,240.0
01_057,"Maize, white, meal, whole grains",0.08128537202452346,0.18737946239610995,0.016578825292231626,240.0
03_064,"African locust bean, not soaked, boiled* (without salt), with cooking liquid",0.08110184678161328,0.1872564458952397,0.016527232676085114,242.0
07_128,"Lamb/mutton meat, lean, ca. 10% fat, stewed* (as part of a recipe)",0.08101897571348987,0.19197785321208752,0.01692510358306248,243.0
04_106,"False sesame, leaves, fresh, boiled* (as part of a recipe)",0.08090421332767204,0.18714204285935776,0.016473342580415593,244.0
09_069,"Mackerel, fillet, boiled* (as part of a recipe)",0.08088697499420716,0.18980016501569436,0.016703452985473797,245.0
03_113,"Ground bean, not soaked, boiled* (without salt), drained",0.08078368654138779,0.18747091015342965,0.016475546636548266,246.0
03_115,"Ground bean, soaked, boiled in different water* (without salt), drained",0.08078368654138779,0.18747091015342965,0.016475546636548266,246.0
03_150,"Beng rougougdga né kui wesla (Burkina Faso)*: cowpeas and fonio, boiled",0.08076192632978874,0.1857452026305506,0.016319102527015288,248.0
07_086,"Beef meat, moderately fat, ca. 20% fat, stewed* (as part of a recipe)",0.08074966654188777,0.1911645633852144,0.016792460319172708,249.0
02_038,"Cassava, flour, from fermented white cassava (alibo/elubo/lafun)",0.08073957923752878,0.18735770905620092,0.016455818454098034,250.0
09_058,"Shrimp, palaemonid, flesh, raw",0.08048923328435953,0.18879680396328932,0.01652629914472997,251.0
07_009,"Beef meat, lean, ca. 5% fat, raw",0.08045401962403866,0.18960773556686036,0.016589387375635905,252.0
01_091,"Maize, white, meal, sifted, fortified with vitamin A (Nigeria)",0.08032409281346858,0.18748668666134582,0.016375005480730932,253.0
06_012,"Groundnut, red, shelled, dried, raw (Benin)",0.08029375713870741,0.18976124852535722,0.016566858952735065,254.0
07_058,"Pork meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)",0.07997940048068801,0.18989465721518234,0.016507957372357985,255.0
01_080,"Maize, white, meal, sifted, unfortified",0.07991610318945261,0.18777825857212788,0.016309932975466304,256.0
04_035,"Eggplant, leaves, fresh, boiled* (without salt), drained",0.07984929369621613,0.18751425220620777,0.016272204644373324,257.0
05_031,"Date, dried, raw",0.07984126179645738,0.18754433115863378,0.016273035750018303,258.0
04_113,"Pepper, sweet, red, fresh, boiled* (as part of a recipe)",0.07977238216203517,0.1897747586195,0.016451130433218962,259.0
07_013,"Beef meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)",0.07970301179978936,0.1917377990143396,0.01660559607740554,260.0
04_129,"Wild spinach, leaves, fresh, boiled* (without salt), drained",0.0796583520575644,0.18760187524130184,0.016237509470576082,261.0
07_102,"Chicken, dark meat without skin, stewed* (as part of a recipe)",0.07964883401443675,0.19095640026792537,0.016525708002604857,262.0
07_126,"Lamb/mutton meat, lean, ca. 10% fat, boiled* (without salt), drained",0.0794828313515043,0.19231027658547958,0.016605193038872715,263.0
09_091,"Tuna, fillet, grilled* (without salt or fat)",0.07940630890421671,0.19321299868981753,0.016665692157863565,264.0
09_084,"Mullet, fillet, grilled* (without salt or fat)",0.07931816486458612,0.19184166003724748,0.016527455889788715,265.0
04_036,"False sesame, leaves, fresh, raw",0.07929796176263279,0.18766293701873993,0.0161629797545195,266.0
01_142,"Wheat, whole grains, boiled* (as part of a recipe)",0.07906846595440285,0.18790643670930335,0.01613309257453126,267.0
01_141,"Wheat, whole grains, boiled* (without salt), drained",0.07905710744233634,0.1879127307548307,0.01613111634295749,268.0
04_047,"Pepper, sweet, red, fresh, raw",0.07902854969281639,0.19061385471647688,0.016356572708715243,269.0
09_011,"Anchovy, fillet, grilled* (without salt or fat)",0.07899558531228497,0.19066573110536736,0.01635361436651769,270.0
10_007,"Cheese, hard type, from goat’s milk",0.07895415494951426,0.19072916935517645,0.016349740321379248,271.0
09_072,"Atlantic horse mackerel, wild, fillet without skin, boiled* (as part of a recipe)",0.07892143228126862,0.19214216787246954,0.016463454499523113,272.0
07_034,"Chicken, light meat without skin, boiled* (without salt), drained",0.07886583639713687,0.19297139843707015,0.01652186113577493,273.0
04_118,"Spinach, leaves, fresh, boiled* (as part of a recipe)",0.07872916316761266,0.18770971335016706,0.016041133681495012,274.0
09_047,"White grouper, fillet, grilled* (without salt or fat)",0.07871235190892836,0.19181161027130406,0.016387870823164053,275.0
03_148,Beng rougougdga né ki wesla (Burkina Faso)*: cowpeas with pearl millet couscous,0.07853600588181547,0.18720884171185262,0.01595573433976651,276.0
09_087,"Sardine, fillet, boiled* (as part of a recipe)",0.0784178348215511,0.19044110327014155,0.016204717868623465,277.0
07_035,"Chicken, light meat without skin, grilled* (without salt or fat)",0.07834405720528949,0.1927038532189129,0.01638051793436433,278.0
09_024,"Mackerel, fillet, steamed* (without salt)",0.07827087469783875,0.19122509596114892,0.016238344991160693,279.0
06_005,"Coconut, kernel, dried, raw",0.07826717195188408,0.18815780748836708,0.01597705867107597,280.0
09_074,"Mahi mahi, fillet, grilled* (without salt or fat)",0.0781006126784488,0.1946363720072122,0.016489022676800726,281.0
07_127,"Lamb/mutton meat, lean, ca. 10% fat, grilled* (without salt or fat)",0.07802026106965322,0.1926114974407135,0.016299272837357447,282.0
07_116,"Guinea fowl meat, boiled* (without salt), drained",0.07782794593609188,0.19295444310347837,0.016284648726674067,283.0
09_092,"Tuna, fillet, boiled* (as part of a recipe)",0.07768174308336433,0.19298019913513717,0.016253650122364634,284.0
07_087,"Beef meat, fatty, ca. 30% fat, stewed* (as part of a recipe)",0.0775225178338543,0.1920500447968719,0.016139367421519925,285.0
09_107,"Shrimp, penaeid, flesh, boiled* (as part of a recipe)",0.07748813520429663,0.19100782697324176,0.01604406499948833,286.0
05_021,"Tamarind, fruit, ripe, raw",0.07744454302338993,0.1882998592147905,0.015806959286814814,287.0
03_152,Gonré-1 (Burkina Faso)*: steamed paste of dehulled cowpea and potash,0.07741827411224181,0.18821003579498158,0.0157936101843225,288.0
04_122,"Tamarind, leaves, fresh, boiled* (as part of a recipe)",0.07724260811991973,0.18845429749740553,0.01577522063567346,289.0
03_081,"Bean, white, soaked, boiled in different water* (without salt), drained",0.07718076499383424,0.18860130842163078,0.015773829489718297,290.0
03_023,"Bean, white, not soaked, boiled* (without salt), drained",0.07718076499383424,0.18860130842163078,0.015773829489718297,290.0
09_090,"Tuna, fillet, steamed* (without salt)",0.07706365261760255,0.19354957477198287,0.01616106813521434,292.0
07_016,"Beef meat, fatty, ca. 30% fat, grilled* (without salt or fat)",0.0770328454702758,0.19234342153765643,0.016053400162526835,293.0
03_146,"Faro with eggs, cowpea, potash and vegetables (Burkina Faso)*",0.07698408430198653,0.18768620649439707,0.015653956229084137,294.0
09_020,"Catfish, fillet, grilled* (without salt or fat)",0.07696853150327376,0.19107525985820586,0.01593313192435833,295.0
04_132,"Green leafy vegetable, average, fresh, boiled* (without salt), drained",0.07685831511264117,0.18844707397169896,0.0156896008819484,296.0
09_037,"Sardine, canned in oil, drained, with bones",0.07678032215425913,0.18956134630954508,0.01576502493058196,297.0
09_070,"Atlantic horse mackerel, wild, fillet without skin, steamed* (without salt)",0.07677219593468543,0.1929972061895233,0.016048931004011155,298.0
07_117,"Guinea fowl meat, grilled* (without salt or fat)",0.07672183981669417,0.19325005067102624,0.016058540179491394,299.0
09_043,"Tilapia, fillet, grilled* (without salt or fat)",0.07661073270202938,0.19109621105338667,0.015854657687565884,300.0
09_023,"Carp, fillet, grilled* (without salt or fat)",0.07657924897477122,0.19215427902260745,0.0159353473034936,301.0
07_028,"Chicken, dark meat without skin, boiled* (without salt), drained",0.07631709982943019,0.1924303557673347,0.015899099862730536,302.0
09_040,"Shiny-nose, fillet, grilled* (without salt or fat)",0.07631702035520142,0.19573315882528716,0.016171967867158944,303.0
09_035,"Sardine, fillet, steamed* (without salt)",0.07629212707743853,0.19158091662542984,0.015823309582232804,304.0
09_028,"Mormyrid, fillet, grilled* (without salt or fat)",0.07624047565141237,0.19243706233818614,0.015882372824215025,305.0
07_046,"Goat meat, moderately fat, ca. 10% fat, raw",0.07613234793265905,0.19030716043400883,0.015682474562040683,306.0
04_045,"Parsley, fresh, raw",0.07606126313690499,0.19088506464166533,0.01571420111674155,307.0
04_019,"Tamarind, leaves, fresh, raw",0.0758783344124858,0.1889728098613525,0.015516292492083018,308.0
03_151,Beng saagbo (Burkina Faso)*: tô (porridge) from cowpeas with maize flour and potash,0.07582648546355691,0.18808882534511015,0.015432290967613626,309.0
07_060,"Pork meat, fatty, ca. 40% fat, grilled* (without salt or fat)",0.07578854010926148,0.19034636575150218,0.015609061131004963,310.0
09_105,"Shrimp, penaeid, flesh, steamed* (without salt)",0.07571833881323334,0.1921445544907948,0.0157407282747244,311.0
07_029,"Chicken, dark meat without skin, grilled* (without salt or fat)",0.07569795790557428,0.1921653902708407,0.015737850790276946,312.0
11_004,"Palm oil, red",0.07563025567956382,0.19508025345162502,0.01596111246309463,313.0
09_089,"Tilapia, fillet, boiled* (as part of a recipe)",0.0756283262118878,0.19087389602303592,0.015616524914277138,314.0
09_106,"Shrimp, penaeid, flesh, grilled* (without salt or fat)",0.07555267075035543,0.1918808242260668,0.01568191964795427,315.0
09_014,"Barracuda, fillet, grilled* (without salt or fat)",0.07551938310394471,0.1935754226560466,0.015812875073738474,316.0
09_017,"Bayad, fillet, grilled* (without salt or fat)",0.07548788374907948,0.19218105292088636,0.015691888431379027,317.0
09_062,"Anchovy, fillet, boiled* (as part of a recipe)",0.0754716150231761,0.19079314751006174,0.015574932270251926,318.0
09_085,"Mullet, fillet, boiled* (as part of a recipe)",0.07545110280652573,0.19195877470036055,0.01566547890381697,319.0
04_060,"Sweet potato, leaves, fresh, boiled* (without salt), drained",0.07541498818153333,0.1890458036458259,0.015419768723784626,320.0
09_025,"Mackerel, fillet, grilled* (without salt or fat)",0.07529890333801344,0.19159573538740116,0.015601742888583509,321.0
07_104,"Chicken, light meat with skin, stewed* (as part of a recipe)",0.07528486040075166,0.1946924245279907,0.015850710531273293,322.0
01_138,"Sorghum, whole grains, boiled* (as part of a recipe)",0.07528401744391687,0.18910722361449453,0.015395809945894226,323.0
01_042,"Sorghum, whole grains, boiled* (without salt), drained",0.07528064515336638,0.1891129570180074,0.015395530910605413,324.0
04_057,"Spinach, leaves, fresh, raw",0.07522802436705614,0.18908853025606914,0.015381907039190408,325.0
09_093,"White grouper, fillet, boiled* (as part of a recipe)",0.07510404613332952,0.19193396941502947,0.015585556011176416,326.0
07_007,"Rabbit meat, raw",0.0749718480897202,0.19141800364501851,0.015514080799893063,327.0
07_052,"Lamb brain, stewed* (as part of a recipe)",0.0745729123324836,0.18982753081353787,0.015296712190831932,328.0
07_129,"Lamb brain, boiled* (without salt), drained",0.07451701331519005,0.19013155987574507,0.015308802195975895,329.0
09_071,"Atlantic horse mackerel, wild, fillet without skin, grilled* (without salt or fat)",0.07449466737184242,0.1930749741883638,0.015540759704912402,330.0
07_103,"Chicken, dark meat with skin, stewed* (as part of a recipe)",0.07444700630974671,0.19244399399932152,0.015479264108279682,331.0
07_004,"Lamb/mutton meat, moderately fat, ca. 20% fat, raw",0.07425866226995773,0.19065507880816118,0.015293463228057776,332.0
09_108,"Catfish, fillet, boiled* (as part of a recipe)",0.07425639256295662,0.19119081319856548,0.01533593099131293,333.0
09_083,"Mullet, fillet, steamed* (without salt)",0.07423283369124868,0.19280997797681135,0.01546050837624166,334.0
07_119,"Pork meat, lean, ca. 10% fat, boiled* (without salt), drained",0.07416110505568234,0.19586102900743013,0.015688766617876493,335.0
08_009,"Egg, duck, raw",0.07415641001807807,0.18951413065760736,0.015179332372479423,336.0
09_098,"Crab, flesh (body and claw), boiled* (as part of a recipe)",0.07413839297305447,0.19096646479357107,0.015291644781560426,337.0
07_130,"Lamb brain, grilled* (without salt or fat)",0.07404985699026563,0.19012643501597595,0.015204744477105223,338.0
03_144,"Beng rougougdga (Burkina Faso)*: cowpeas and vegetables, boiled",0.07399759280219044,0.18888397032535714,0.0150938691026654,339.0
09_046,"White grouper, fillet, steamed* (without salt)",0.07384307795202069,0.19278555612213513,0.015370914485280926,340.0
04_025,"Baobab, leaves, fresh, boiled* (without salt), drained",0.07374503264134,0.18952449212921035,0.015089246860675776,341.0
09_075,"Mahi mahi, fillet, boiled* (as part of a recipe)",0.07363920453798735,0.19475191102287664,0.015481414887408871,342.0
07_037,"Chicken, light meat with skin, boiled* (without salt), drained",0.07363397850488522,0.1950329567085976,0.015502568324825826,343.0
09_010,"Anchovy, fillet, steamed* (without salt)",0.07362771751147167,0.19192519137479822,0.015254141386785039,344.0
09_042,"Tilapia, fillet, steamed* (without salt)",0.07357963026129472,0.19200585122283512,0.015249793724814213,345.0
04_048,"Pepper, sweet, red, fresh, boiled* (without salt), drained",0.07357045292943852,0.19150730436638994,0.015208149573901745,346.0
06_002,"Coconut, mature kernel, fresh, raw",0.07354178739177106,0.1896967536438902,0.015058032985765595,347.0
07_006,"Pork meat, moderately fat, ca. 20% fat, raw",0.07353937765491253,0.1909617117472381,0.015157908603025209,348.0
09_004,"Sardine, fillet, raw",0.07353063156970803,0.19168783384725768,0.015213592556113337,349.0
09_065,"Carp, fillet, boiled* (as part of a recipe)",0.07349280361942002,0.19227233117013237,0.015251508818643015,350.0
09_073,"Mahi mahi, fillet, steamed* (without salt)",0.07348887343761577,0.1950387302627555,0.01547005335693379,351.0
09_081,"North African catfish, fillet, grilled* (without salt or fat)",0.07336197266733684,0.1946858329181725,0.015413285805216845,352.0
09_097,"Crab, flesh (body and claw), grilled* (without salt or fat)",0.07335625315554972,0.1918078943188853,0.015184161659541173,353.0
01_043,"Wheat flour, white, unfortified",0.07327503297078576,0.1908870711452866,0.015093212041870743,354.0
09_079,"Mormyrid, fillet, boiled* (as part of a recipe)",0.07306443349439655,0.19255300119243848,0.015177728051593039,355.0
09_059,"Shrimp, penaeid, flesh, raw",0.0730008633293467,0.1919594565767671,0.015116741213659714,356.0
07_038,"Chicken, light meat with skin, grilled* (without salt or fat)",0.07292822132825447,0.19504383196849837,0.015343148258583739,357.0
