Code,Food name in English,"Calcium
(mg)","Copper
(mg)","Fatty acids, total polyunsaturated
(g)","Fibre, total dietary or [fibre, crude]
(g)","Folate, total or [folate, sum of vitamers] (vitamin B9)
(mcg)","Iron
(mg)","Magnesium
(mg)","Phosphorus
(mg)","Potassium
(mg)","Protein, total
(g)","Sodium
(mg)","Vitamin A (expressed in retinol activity equivalents)
(mcg)","Vitamin B12
(mcg)","Vitamin C
(mg)","Vitamin D 
(mcg)","Zinc
(mg)","net_carbs
(g)"
02_099,Fufu of unripe plantain with shea butter (Burkina Faso)*,2.9932861194971232e-05,1.9724413020352724e-05,4.0249330218708904e-05,0.00010400707049614261,0.0001531467381216711,0.0011679093442882786,8.543441417290778e-05,1.1933814867127009e-05,0.00014831097801326916,0.0004144933370088303,0.001640607194348503,0.0,0.0,0.0005234556437789759,0.0,0.0003407323349645311,0.00034450705593283207
02_094,Kou né barâand kanss saagbo (Burkina Faso)*: foutou of yam and unripe plantain,4.353870719268543e-05,1.1602595894325134e-05,1.0307755299913257e-05,9.948502395283208e-05,0.00023822825930037728,0.0026277960246486264,5.5974271354663724e-05,2.1355247656964118e-05,0.00010691494198145307,0.0005101456455493296,4.5670007551457264e-05,3.2408586194761216e-06,0.0,0.00040265818752228917,0.0,0.0004726287226927367,0.0003100563503395489
02_098,Kou né barâand moomd saagbo (Burkina Faso)*: foutou of yam with ripe plantain,5.714455319039963e-05,1.1602595894325134e-05,6.3809913761367785e-06,0.00010400707049614261,0.0003062934762433422,0.003795705368936905,5.8920285636488134e-05,2.700810733086639e-05,0.00010661712877259109,0.0006057979540898289,2.4591542527707755e-05,1.7824722407118667e-05,0.0,0.0004429240062745181,0.0,0.0005495682822008567,0.0003693881210835366
02_090,Kou né kamoag fufu (Burkina Faso)*: fufu of yam with shea butter,5.4423383990856795e-05,1.2762855483757646e-05,2.356058354265887e-05,9.044093086621098e-05,0.00025524456353611855,0.003211750696792766,4.124419994554169e-05,2.3239534214931544e-05,8.011175318387431e-05,0.0005101456455493296,0.0005937100981689443,3.2408586194761216e-06,0.0,0.0003221265500178313,0.0,0.0005056028196247881,0.00026794993239220274
02_087,Kou né téhi kaam fufu (Burkina Faso)*: fufu of yam and red palm oil,6.25868915894853e-05,1.1602595894325134e-05,4.859370355673392e-05,0.00010852911703945317,0.0003062934762433422,0.003795705368936905,4.71362285091905e-05,2.8264298369511338e-05,9.708710608900753e-05,0.000637682056936662,0.00046372623052248914,0.0008085942255592923,0.0,0.00040265818752228917,0.0,0.0005935337447769253,0.00032536777504767477
02_097,Kou saagbo (Burkina Faso)*: foutou of yam,5.714455319039963e-05,1.0442336304892618e-05,6.3809913761367785e-06,9.72240006811768e-05,0.00027226086777185977,0.003503728032864835,4.71362285091905e-05,2.5123820772898967e-05,8.725927019656198e-05,0.0005739138512429957,0.0005480400906174871,3.2408586194761216e-06,0.0,0.00036239236877006023,0.0,0.0005385769165568396,0.00029283099754290727
02_084,"Plantain, deep fried in unfortified vegetable oil*",3.265403039451408e-05,1.5083374662622673e-05,0.00040740175709180976,8.365786105124516e-05,0.0004594402143650133,0.004963614713225184,0.00017381484262763997,2.6380011811543915e-05,0.00023378336895665925,0.000669566159783495,0.0011417501887864316,3.2408586194761215e-05,0.0,0.0011677087438146385,0.0,0.00024181004416837695,0.0009186854824875521
02_042,"Plantain, ripe, ivory flesh, raw",1.632701519725704e-05,9.282076715460106e-06,1.963381961888239e-06,5.2003535248071305e-05,0.00037435869318630717,0.003211750696792766,0.00010900252842750303,1.69585790217068e-05,0.00014860879122213116,0.00044637743985566337,1.4052310015833004e-05,0.00010208704651349782,0.0,0.0008053163750445783,0.0,0.0001538791190162399,0.0005856619950858145
02_058,"Plantain, ripe, ivory flesh, boiled* (as part of a recipe)",1.632701519725704e-05,9.282076715460106e-06,1.963381961888239e-06,4.974251197641604e-05,0.00027226086777185977,0.002919773360720696,0.00010311049986385423,1.6330483502384327e-05,0.00014146127420944352,0.0004144933370088303,1.4052310015833004e-05,9.722575858428365e-05,0.0,0.0006845189187878915,0.0,0.00014288775337222275,0.0005569530737580785
02_057,"Plantain, ripe, ivory flesh, boiled* (without salt), drained",1.632701519725704e-05,9.282076715460106e-06,2.4542274523602996e-06,5.6525581791381854e-05,0.00025524456353611855,0.002919773360720696,0.00010311049986385423,1.6330483502384327e-05,0.00012508154772203426,0.00044637743985566337,1.0539232511874753e-05,0.00010208704651349782,0.0,0.0006039872812834337,0.0,0.00014288775337222275,0.0006143709164135506
02_044,"Plantain, ripe, orange flesh, raw",2.1769353596342715e-05,9.282076715460106e-06,3.4359184333044193e-06,5.2003535248071305e-05,0.00037435869318630717,0.003795705368936905,0.00010900252842750303,2.3867629734254018e-05,0.00014860879122213116,0.00038260923416199715,1.4052310015833004e-05,0.00013935692063747322,0.0,0.0008053163750445783,0.0,0.0001538791190162399,0.0005378137928729212
02_060,"Plantain, ripe, orange flesh, boiled* (as part of a recipe)",2.1769353596342715e-05,9.282076715460106e-06,2.945072942832359e-06,4.974251197641604e-05,0.00027226086777185977,0.003503728032864835,0.00010311049986385423,2.261143869560907e-05,0.00014146127420944352,0.0003507251313151641,1.4052310015833004e-05,0.00013287520339852097,0.0,0.0006845189187878915,0.0,0.00014288775337222275,0.0005110187996337009
02_059,"Plantain, ripe, orange flesh, boiled* (without salt), drained",1.9048184396799877e-05,8.121817126027593e-06,2.945072942832359e-06,4.974251197641604e-05,0.00022121195506463604,0.003503728032864835,9.4272457018381e-05,2.1355247656964118e-05,0.00011316901936755479,0.0003507251313151641,1.0539232511874753e-05,0.00012477305684983068,0.0,0.0005234556437789759,0.0,0.00013189638772820558,0.0005110187996337009
02_046,"Plantain, unripe, ivory flesh, raw",2.1769353596342715e-05,2.0884672609785236e-05,2.6505656485491234e-05,0.00014696651265759284,0.00027226086777185977,0.001459886680360348,0.00011194854270932745,1.6330483502384327e-05,0.00020995831224770035,0.0006057979540898289,0.00011944463513458054,0.00011505048099140231,0.0,0.0008053163750445783,0.0,0.00046163735704871957,0.0004861377344829963
02_065,"Plantain, unripe, ivory flesh, boiled* (as part of a recipe)",2.1769353596342715e-05,1.9724413020352724e-05,2.5033120014075052e-05,0.000140183442842627,0.00020419565082889482,0.001459886680360348,0.00010605651414567864,1.5702387983061853e-05,0.0001998326631463928,0.0005739138512429957,0.00011241848012666403,0.00011018919306218813,0.0,0.0006845189187878915,0.0,0.0004396546257606854,0.0004612566693322919
02_064,"Plantain, unripe, ivory flesh, boiled* (without salt), drained",2.1769353596342715e-05,1.7403893841487696e-05,2.5033120014075052e-05,0.000140183442842627,0.00017016304235741234,0.001459886680360348,9.4272457018381e-05,1.4446196944416904e-05,0.00015992569315888662,0.0005739138512429957,9.134001510291453e-05,0.00010532790513297395,0.0,0.0005234556437789759,0.0,0.00039568916318461677,0.0004612566693322919
02_047,"Plantain, unripe, orange flesh, raw",2.1769353596342715e-05,2.0884672609785236e-05,2.6505656485491234e-05,0.00014696651265759284,0.00027226086777185977,0.001459886680360348,0.00011194854270932745,1.6330483502384327e-05,0.00020995831224770035,0.0006057979540898289,0.00011944463513458054,0.00020741495164647178,0.0,0.0008053163750445783,0.0,0.00046163735704871957,0.0004861377344829963
02_067,"Plantain, unripe, orange flesh, boiled* (as part of a recipe)",2.1769353596342715e-05,1.9724413020352724e-05,2.5033120014075052e-05,0.000140183442842627,0.00020419565082889482,0.001459886680360348,0.00010605651414567864,1.5702387983061853e-05,0.0001998326631463928,0.0005739138512429957,0.00011241848012666403,0.00019769237578804341,0.0,0.0006845189187878915,0.0,0.0004396546257606854,0.0004612566693322919
02_066,"Plantain, unripe, orange flesh, boiled* (without salt), drained",2.1769353596342715e-05,1.7403893841487696e-05,2.5033120014075052e-05,0.000140183442842627,0.00017016304235741234,0.001459886680360348,9.4272457018381e-05,1.4446196944416904e-05,0.00015992569315888662,0.0005739138512429957,9.134001510291453e-05,0.00018634937061987698,0.0,0.0005234556437789759,0.0,0.00039568916318461677,0.0004612566693322919
02_045,"Plantain, unripe, pale flesh, raw",2.1769353596342715e-05,2.0884672609785236e-05,2.6505656485491234e-05,0.00014696651265759284,0.00027226086777185977,0.001459886680360348,0.00011194854270932745,1.6330483502384327e-05,0.00020995831224770035,0.0006057979540898289,0.00011944463513458054,0.0,0.0,0.0008053163750445783,0.0,0.00046163735704871957,0.0004861377344829963
02_063,"Plantain, unripe, pale flesh, boiled* (as part of a recipe)",2.1769353596342715e-05,1.9724413020352724e-05,2.5033120014075052e-05,0.000140183442842627,0.00020419565082889482,0.001459886680360348,0.00010605651414567864,1.5702387983061853e-05,0.0001998326631463928,0.0005739138512429957,0.00011241848012666403,0.0,0.0,0.0006845189187878915,0.0,0.0004396546257606854,0.0004612566693322919
02_062,"Plantain, unripe, pale flesh, boiled* (without salt), drained",2.1769353596342715e-05,1.7403893841487696e-05,2.5033120014075052e-05,0.000140183442842627,0.00017016304235741234,0.001459886680360348,9.4272457018381e-05,1.4446196944416904e-05,0.00015992569315888662,0.0005739138512429957,9.134001510291453e-05,0.0,0.0,0.0005234556437789759,0.0,0.00039568916318461677,0.0004612566693322919
02_048,"Plantain, unripe, pale flesh, flour",5.9865722389942465e-05,3.0166749325245345e-05,6.920921415656043e-05,0.000296194048586841,0.00042540760589353086,0.0046716373771531145,0.0002297891139823037,6.406574297089236e-05,0.0002876875597606788,0.00133913231956699,0.00023888927026916108,0.0,0.0,0.00016106327500891565,0.0,0.0009232747140974391,0.0009875868936741186
02_095,"Porridge, tô, from gari and tomato paste (Burkina Faso)*",5.1702214791313954e-05,9.282076715460106e-06,3.4359184333044193e-06,4.748148870476076e-05,0.00025524456353611855,0.0017518640164324176,3.829818566371728e-05,2.700810733086639e-05,5.152168513312363e-05,0.00022318871992783168,0.0008431386009499802,1.7824722407118667e-05,2.0980632820282235e-05,4.026581875222891e-05,0.0,0.00032974096932051396,0.0005588670018465943
02_085,Potato nin zindo (Burkina Faso)*: potato and vegetable stew,2.9932861194971232e-05,1.3923115073190159e-05,0.00033132070606864037,3.6176372346484395e-05,0.00011911412965018864,0.0023358186885765572,6.775832848196136e-05,2.889239388883381e-05,0.00011465808541186473,0.00047826154270249645,0.001219037893873513,1.4583863787642546e-05,0.0,0.00040265818752228917,0.0,0.00036271506625256544,0.00022775744253337234
02_009,"Potato, raw",1.632701519725704e-05,1.1602595894325134e-05,9.816909809441196e-07,3.843739561813966e-05,0.00017016304235741234,0.002919773360720696,7.659637132743456e-05,3.203287148544618e-05,0.00013967439495627158,0.00047826154270249645,2.8104620031666008e-05,0.0,0.0,0.0005637214625312048,0.0,0.0004066805288286339,0.0003004867098969702
02_068,"Potato, boiled* (as part of a recipe)",1.632701519725704e-05,1.1602595894325134e-05,9.816909809441196e-07,3.843739561813966e-05,0.00013613043388592988,0.002919773360720696,7.659637132743456e-05,3.203287148544618e-05,0.00013967439495627158,0.00047826154270249645,2.8104620031666008e-05,0.0,0.0,0.00048318982502674703,0.0,0.0004066805288286339,0.0003004867098969702
02_010,"Potato, boiled* (without salt), drained",1.3605845997714199e-05,1.0442336304892618e-05,9.816909809441196e-07,3.843739561813966e-05,0.00010209782541444741,0.0026277960246486264,6.775832848196136e-05,2.9520489408156286e-05,0.00011167995332324486,0.00047826154270249645,2.1078465023749505e-05,0.0,0.0,0.00040265818752228917,0.0,0.00036271506625256544,0.0003004867098969702
02_011,"Sweet potato, deep yellow flesh, raw",8.97985835849137e-05,5.22116815244631e-05,4.908454904720599e-06,6.783069814965824e-05,0.0004424239101292721,0.005839546721441392,5.302825707283932e-05,2.3867629734254018e-05,8.428113810794212e-05,0.0005101456455493296,0.00010890540262270578,0.00032408586194761213,0.0,0.0014898352938324698,0.0,0.0005935337447769253,0.0004306338199160401
02_070,"Sweet potato, deep yellow flesh, boiled* (as part of a recipe)",8.97985835849137e-05,5.22116815244631e-05,4.908454904720599e-06,6.783069814965824e-05,0.0003403260847148247,0.005839546721441392,5.302825707283932e-05,2.3867629734254018e-05,8.428113810794212e-05,0.0005101456455493296,0.00010890540262270578,0.00032408586194761213,0.0,0.0013287720188235542,0.0,0.0005935337447769253,0.0004306338199160401
02_012,"Sweet potato, deep yellow flesh, boiled* (without salt), drained",8.435624518582802e-05,4.757064316673304e-05,4.908454904720599e-06,6.783069814965824e-05,0.000289277172007601,0.005547569385369322,4.71362285091905e-05,2.1983343176286595e-05,6.730578520280891e-05,0.0005101456455493296,8.782693759895627e-05,0.00030788156885023154,0.0,0.0010469112875579518,0.0,0.0005385769165568396,0.0004306338199160401
02_049,"Sweet potato, orange flesh, raw",0.00014694313677531334,1.0442336304892618e-05,4.908454904720599e-06,6.783069814965824e-05,0.00018717934659315358,0.0026277960246486264,8.248839989108338e-05,2.763620285018886e-05,8.577020415225204e-05,0.000318841028468331,7.026155007916502e-05,0.0012817595840028061,0.0,0.0012482403813190964,0.0,0.0006814646699290622,0.0003215399188706433
02_073,"Sweet potato, orange flesh, boiled* (as part of a recipe)",0.00014694313677531334,1.0442336304892618e-05,4.908454904720599e-06,6.783069814965824e-05,0.0001531467381216711,0.0026277960246486264,8.248839989108338e-05,2.763620285018886e-05,8.577020415225204e-05,0.000318841028468331,7.026155007916502e-05,0.0012817595840028061,0.0,0.0011274429250624097,0.0,0.0006814646699290622,0.0003215399188706433
02_072,"Sweet potato, orange flesh, boiled* (without salt), drained",0.00014150079837622765,1.0442336304892618e-05,4.908454904720599e-06,6.783069814965824e-05,0.00011911412965018864,0.0026277960246486264,7.365035704561017e-05,2.5751916292221437e-05,6.849703803825685e-05,0.000318841028468331,5.6209240063332016e-05,0.0012169424116132835,0.0,0.0008858480125490362,0.0,0.0006155164760649596,0.0003215399188706433
02_022,"Sweet potato, pale flesh (white/cream/pale yellow), raw",9.251975278445654e-05,5.22116815244631e-05,5.890145885664718e-06,6.783069814965824e-05,0.0004424239101292721,0.003795705368936905,5.302825707283932e-05,2.449572525357649e-05,8.428113810794212e-05,0.00047826154270249645,0.00010890540262270578,8.102146548690304e-06,0.0,0.0008858480125490362,0.0,0.0005935337447769253,0.0003349374154902534
02_069,"Sweet potato, pale flesh (white/cream/pale yellow), boiled* (as part of a recipe)",9.251975278445654e-05,5.22116815244631e-05,5.890145885664718e-06,6.783069814965824e-05,0.0003403260847148247,0.003795705368936905,5.302825707283932e-05,2.449572525357649e-05,8.428113810794212e-05,0.00047826154270249645,0.00010890540262270578,8.102146548690304e-06,0.0,0.0008053163750445783,0.0,0.0005935337447769253,0.0003349374154902534
02_023,"Sweet potato, pale flesh (white/cream/pale yellow), boiled* (without salt), drained",8.707741438537086e-05,4.757064316673304e-05,5.890145885664718e-06,6.783069814965824e-05,0.000289277172007601,0.003503728032864835,4.71362285091905e-05,2.3239534214931544e-05,6.730578520280891e-05,0.00047826154270249645,8.782693759895627e-05,8.102146548690304e-06,0.0,0.0006442531000356626,0.0,0.0005385769165568396,0.0003349374154902534
02_013,"Sweet potato, yellow flesh, raw",0.00010884676798171359,3.0166749325245345e-05,4.908454904720599e-06,6.783069814965824e-05,0.0008848478202585442,0.005547569385369322,5.302825707283932e-05,2.3867629734254018e-05,8.428113810794212e-05,0.00047826154270249645,7.026155007916502e-05,0.0002057945223367337,0.0,0.0012482403813190964,0.0,0.0005935337447769253,0.0004306338199160401
02_071,"Sweet potato, yellow flesh, boiled* (as part of a recipe)",0.00010884676798171359,3.0166749325245345e-05,4.908454904720599e-06,6.783069814965824e-05,0.0006976684736653907,0.005547569385369322,5.302825707283932e-05,2.3867629734254018e-05,8.428113810794212e-05,0.00047826154270249645,7.026155007916502e-05,0.0002057945223367337,0.0,0.0010871771063101806,0.0,0.0005935337447769253,0.0004306338199160401
02_014,"Sweet potato, yellow flesh, boiled* (without salt), drained",0.00010340442958262791,2.6685970556947808e-05,4.908454904720599e-06,6.783069814965824e-05,0.0005615380397794607,0.005255592049297253,4.71362285091905e-05,2.1983343176286595e-05,6.730578520280891e-05,0.00047826154270249645,5.6209240063332016e-05,0.00019607194647830534,0.0,0.0008455821937968073,0.0,0.0005385769165568396,0.0004306338199160401
02_083,"Sweet potato, deep fried in unfortified vegetable oil*",0.00022585704356205567,6.265401782935572e-05,0.0002410051358217814,0.000140183442842627,0.0014293695558022638,0.011387116106810714,0.00010900252842750303,4.961954602647546e-05,0.0001739229139754,0.000988407188251826,0.001036357863667684,8.588275341611722e-05,0.0,0.002375683306381506,0.0,0.001220041586485902,0.0008880626330713005
02_015,"Taro, tuber, white, raw",7.075039918811382e-05,9.746180551233112e-05,1.6688746676050037e-05,9.270195413786624e-05,0.00037435869318630717,0.0046716373771531145,8.83804284547322e-05,5.527240570037772e-05,0.0001042346231016952,0.0008608707768644938,5.972231756729027e-05,3.2408586194761216e-06,0.0,0.0003221265500178313,0.0,0.0006704733042850452,0.00040383882667681983
02_074,"Taro, tuber, white, boiled* (as part of a recipe)",7.075039918811382e-05,9.746180551233112e-05,1.6688746676050037e-05,9.270195413786624e-05,0.000289277172007601,0.0046716373771531145,8.83804284547322e-05,5.464431018105525e-05,0.00010304337026624726,0.0008289866740176606,5.6209240063332016e-05,3.2408586194761216e-06,0.0,0.0002818607312656024,0.0,0.0006594819386410279,0.0003980970424112726
02_016,"Taro, tuber, white, boiled* (without salt), drained",6.802922998857099e-05,8.70194692074385e-05,1.6688746676050037e-05,9.270195413786624e-05,0.00023822825930037728,0.0043796600410810444,7.954238560925898e-05,5.087573706512041e-05,8.24942588547702e-05,0.0008289866740176606,4.5670007551457264e-05,3.2408586194761216e-06,0.0,0.00024159491251337352,0.0,0.0005935337447769253,0.0003980970424112726
02_026,"Tiger nut, tuber, dried",0.00011156793718125643,7.309635413424834e-05,0.00015805224793200327,0.00026453972278366706,0.0027226086777185974,0.018686549508612458,0.00030049345674608945,0.00014257768288620165,0.0001676688365892983,0.0015304369366479886,9.134001510291453e-05,0.0,0.0,0.0005637214625312048,0.0,0.0028577550674444546,0.00070432553657379
02_024,"Tiger nut, tuber, raw",4.0817537993142595e-05,1.7403893841487696e-05,0.0001246747545799032,0.00018992595481904305,0.0020419565082889484,0.011095138770738644,0.0002238970854186549,0.00011933814867127008,8.845052303200994e-05,0.0014029005252606565,3.864385254354076e-05,0.0,0.0,0.00036239236877006023,0.0,0.0010112056392495763,0.00045360095697822894
02_075,"Tiger nut, tuber, boiled* (as part of a recipe)",4.0817537993142595e-05,1.856415343092021e-05,0.00013105574595603998,0.00020123107117731942,0.001599532598159676,0.011679093442882784,0.00023568114254595254,0.00012499100834517234,9.32155343738017e-05,0.0014666687309543224,4.215693004749901e-05,0.0,0.0,0.0003221265500178313,0.0,0.001066162467469662,0.0004765680940404176
02_025,"Tiger nut, tuber, boiled* (without salt), drained",4.0817537993142595e-05,1.6243634252055187e-05,0.00013105574595603998,0.00020123107117731942,0.0012932391219163339,0.010803161434666576,0.0002121130282913573,0.0001168257665939802,7.445330221549658e-05,0.0014666687309543224,3.161769753562426e-05,0.0,0.0,0.00024159491251337352,0.0,0.0009672401766735078,0.0004765680940404176
02_017,"Water yam, tuber, raw",4.0817537993142595e-05,2.436545137808278e-05,2.945072942832359e-06,0.00021931925735056162,0.0004424239101292721,0.0023358186885765572,2.356811425459525e-05,4.082620875596082e-05,8.368551169021815e-05,0.0007652184683239943,2.1078465023749505e-05,4.8612879292141825e-06,0.0,0.0006039872812834337,0.0,0.0004726287226927367,0.00022775744253337237
02_076,"Water yam, tuber, boiled* (as part of a recipe)",4.353870719268543e-05,2.5525710967515292e-05,2.945072942832359e-06,0.00023062437370883798,0.00035734238895056595,0.0026277960246486264,2.356811425459525e-05,4.2710495313928235e-05,8.815270982314795e-05,0.0007971025711708274,2.1078465023749505e-05,4.8612879292141825e-06,0.0,0.0005637214625312048,0.0,0.0005056028196247881,0.00023924101106446673
02_018,"Water yam, tuber, boiled* (without salt), drained",4.0817537993142595e-05,2.3205191788650268e-05,2.945072942832359e-06,0.00023062437370883798,0.000289277172007601,0.0023358186885765572,2.0622099972770846e-05,3.957001771731587e-05,7.058173050029076e-05,0.0007971025711708274,1.7565387519791256e-05,4.8612879292141825e-06,0.0,0.0004429240062745181,0.0,0.0004506459914047024,0.00023924101106446673
02_082,"Yam, tuber, deep fried in unfortified vegetable oil*",0.0001170102755803421,2.0884672609785236e-05,0.00019290227775551952,0.00019897004790566416,0.000578554344015202,0.0072994334018017405,9.132644273655659e-05,5.33881191424103e-05,0.0001849420027032935,0.0011478277024859914,0.0005691185556412367,1.6204293097380608e-06,0.0,0.0007650505562923494,0.0,0.0011321106613337646,0.000589489851262846
02_019,"Yam, tuber, pale, raw",7.075039918811382e-05,1.2762855483757646e-05,7.853527847552957e-06,0.00012661730321269536,0.0004594402143650133,0.0046716373771531145,5.5974271354663724e-05,3.328906252409113e-05,0.00011406245899414074,0.0007333343654771612,2.4591542527707755e-05,4.8612879292141825e-06,0.0,0.0005234556437789759,0.0,0.0007034474012170966,0.000380871689614631
02_077,"Yam, tuber, pale, boiled* (as part of a recipe)",7.347156838765667e-05,1.3923115073190159e-05,8.344373338025019e-06,0.0001334003730276612,0.00037435869318630717,0.0046716373771531145,5.8920285636488134e-05,3.454525356273608e-05,0.00012001872317138049,0.0007652184683239943,2.8104620031666008e-05,4.8612879292141825e-06,0.0,0.00048318982502674703,0.0,0.0007364214981491479,0.00040001097049978835
02_020,"Yam, tuber, pale, boiled* (without salt), drained",7.075039918811382e-05,1.2762855483757646e-05,8.344373338025019e-06,0.0001334003730276612,0.0003062934762433422,0.0043796600410810444,5.302825707283932e-05,3.2660967004768654e-05,9.589585325355959e-05,0.0007652184683239943,2.1078465023749505e-05,4.8612879292141825e-06,0.0,0.00036239236877006023,0.0,0.0006594819386410279,0.00040001097049978835
02_050,"Yam, tuber, three-leaved, pale, raw",3.809636879359975e-05,2.5525710967515292e-05,3.4359184333044193e-06,0.00011531218685441899,0.0003913749974220484,0.0008759320082162088,4.41902142273661e-05,4.1454304275283294e-05,7.17729833357387e-05,0.0005739138512429957,1.7565387519791256e-05,8.102146548690304e-06,0.0,0.0005234556437789759,0.0,0.0006594819386410279,0.00035790455255244226
02_080,"Yam, tuber, three-leaved, pale, boiled* (as part of a recipe)",4.0817537993142595e-05,2.6685970556947808e-05,3.926763923776478e-06,0.00012209525666938482,0.00032330978047908347,0.0008759320082162088,4.71362285091905e-05,4.396668635257319e-05,7.564455505094452e-05,0.0006057979540898289,1.7565387519791256e-05,8.102146548690304e-06,0.0,0.00048318982502674703,0.0,0.0006924560355730794,0.00037704383343759956
02_079,"Yam, tuber, three-leaved, pale, boiled* (without salt, drained)",3.809636879359975e-05,2.436545137808278e-05,3.926763923776478e-06,0.00012209525666938482,0.00025524456353611855,0.0008759320082162088,4.41902142273661e-05,4.082620875596082e-05,6.045608139898322e-05,0.0006057979540898289,1.4052310015833004e-05,8.102146548690304e-06,0.0,0.00036239236877006023,0.0,0.0006265078417089766,0.00037704383343759956
03_009,"African locust bean, dry, raw",0.000897985835849137,0.00014619270826849668,0.0003131594229211742,0.00016279367555917975,0.006466195609581669,0.04087682705008975,0.0004949303993465003,0.00020036247066386925,0.0001503956704753031,0.009246389825581599,0.00017214079769395428,0.0,0.0,0.00024159491251337352,0.0,0.005660553306668824,0.0005856619950858145
03_063,"African locust bean, not soaked, boiled* (without salt), drained",0.00029116510435108384,3.944882604070545e-05,0.0001197662996751826,6.330865160634768e-05,0.0012251739049733688,0.0134309574593152,0.00016203078550034236,6.909050712547215e-05,4.3182915284988013e-05,0.0035391354159984736,4.918308505541551e-05,0.0,0.0,4.026581875222891e-05,0.0,0.0019564630846350497,0.00022392958635634086
03_064,"African locust bean, not soaked, boiled* (without salt), with cooking liquid",0.00021769353596342718,3.480778768297539e-05,7.559020553269723e-05,3.843739561813966e-05,0.0009358967329657679,0.009927229426450367,0.00012078658555480067,4.836335498783051e-05,3.633321148116233e-05,0.0022318871992783166,4.215693004749901e-05,0.0,0.0,4.026581875222891e-05,0.0,0.0013739207055021418,0.00014354460663868
03_065,"African locust bean, soaked, boiled in different water* (without salt), drained",0.0003319826423442264,4.40898643984355e-05,0.0001359642008607606,7.00917214213135e-05,0.0013953369473307814,0.01518282147574762,0.00018265288547311318,7.851193991530927e-05,4.913917946222774e-05,0.0040173969587009705,5.6209240063332016e-05,0.0,0.0,8.053163750445783e-05,0.0,0.0022092644944474433,0.00025455243577259256
03_066,"African locust bean, soaked, boiled in different water* (without salt), with cooking liquid",0.00028028042755291245,4.5250123987868016e-05,9.76782526039399e-05,4.974251197641604e-05,0.0012081576007376277,0.012847002787171064,0.00015319274265486913,6.280955193224741e-05,4.7054487000193834e-05,0.0029014533590618116,5.269616255937376e-05,0.0,0.0,4.026581875222891e-05,0.0,0.0017696098686867585,0.00018373709649751043
03_010,"African yam bean, dry, raw",0.00010884676798171359,0.00011022466099608875,3.239580237115596e-05,0.0003775908863664308,0.008167826033155794,0.011971070778954854,0.0005479586564193396,0.00015890816638858596,0.00038417903943196237,0.006536241083600785,7.026155007916502e-06,1.6204293097380608e-06,0.0,8.053163750445783e-05,0.0,0.002198273128803427,0.0005741784265547202
03_011,"African yam bean, not soaked, boiled* (without salt), drained",3.537519959405691e-05,2.9006489735812833e-05,1.2271137261801497e-05,0.00014470548938593758,0.0015654999896881935,0.003795705368936905,0.0001797068711912888,5.464431018105525e-05,0.00011019088727893492,0.002518844124899815,3.513077503958251e-06,0.0,0.0,0.0,0.0,0.0007584042294371821,0.00021818780209079366
03_060,"African yam bean, not soaked, boiled* (without salt), with cooking liquid",2.7211691995428398e-05,2.6685970556947808e-05,7.853527847552957e-06,9.044093086621098e-05,0.0011911412965018864,0.002919773360720696,0.0001325706426820983,3.831382667867092e-05,9.261990795607774e-05,0.0015942051423416548,3.513077503958251e-06,0.0,0.0,0.0,0.0,0.0005275855509128223,0.0001397167504616486
03_061,"African yam bean, soaked, boiled in different water* (without salt), drained",4.0817537993142595e-05,3.364752809354288e-05,1.4234519223689734e-05,0.000165054698830835,0.0017016304235741235,0.0043796600410810444,0.00020327498544588403,6.218145641292494e-05,0.00012478373451317226,0.0028695692562149787,3.513077503958251e-06,1.6204293097380608e-06,0.0,4.026581875222891e-05,0.0,0.0008573265202333365,0.00024689672341852965
03_062,"African yam bean, soaked, boiled in different water* (without salt), with cooking liquid",3.537519959405691e-05,3.480778768297539e-05,1.0307755299913257e-05,0.00011757321012607428,0.001531467381216711,0.003795705368936905,0.00017086882834581557,4.961954602647546e-05,0.00011972090996251849,0.0020724666850441514,3.513077503958251e-06,0.0,0.0,0.0,0.0,0.0006814646699290622,0.00017799531223196326
03_022,"Bean, white, dry, raw",0.00034558848834194064,0.0001044233630489262,5.595638591381482e-05,0.00042055032852788106,0.006976684736653907,0.02569400557434213,0.0005803648135194081,0.0002506101122096672,0.0005062824550653767,0.00679131390637545,0.00011593155763062229,0.0,0.0,0.0,0.0,0.0035062456404414653,0.0004899655906600278
03_023,"Bean, white, not soaked, boiled* (without salt), drained",0.00011156793718125643,2.7846230146380317e-05,2.1597201580770634e-05,0.00016053265228752446,0.0013272717303878163,0.008467342746090019,0.000188544914036762,8.667718166650143e-05,0.00014622628555123528,0.002614496433440314,3.161769753562426e-05,0.0,0.0,0.0,0.0,0.001220041586485902,0.00018947888076305765
03_079,"Bean, white, not soaked, boiled* (without salt), with cooking liquid",7.891390678674235e-05,2.436545137808278e-05,1.2761982752273557e-05,9.72240006811768e-05,0.0009529130372015091,0.005839546721441392,0.0001325706426820983,5.778478777766762e-05,0.00011704059108276062,0.0015623210394948219,2.8104620031666008e-05,0.0,0.0,0.0,0.0,0.0008133610576572678,0.0001129217572224283
